        起 点 站        终 点 站        飞 行 日 期        航 班 号        飞 机 号        乘 载 量        余 票 量
            西安  --->      香港           20200615          PN9755           P0270             100             100
            西安  --->      昆明           20200615          PN1022           P0988             100             100
            西安  --->      杭州           20200615          PN2371           P0281             100             100
            西安  --->      厦门           20200615          PN6727           P0473             100             100
            深圳  --->      北京           20200615          ZH7607           P0121             100             100
            深圳  --->      上海           20200615          ZH7981           P0887             100             100
            深圳  --->      成都           20200615          ZH4117           P0829             100             100
            深圳  --->      广州           20200615          ZH0282           P0933             100             100
            深圳  --->      西安           20200615          ZH7971           P0314             100             100
            深圳  --->      香港           20200615          ZH8139           P0105             100             100
            深圳  --->      昆明           20200615          ZH6261           P0872             100             100
            深圳  --->      杭州           20200615          ZH2212           P0020             100             100
            深圳  --->      厦门           20200615          ZH0896           P0187             100             100
            香港  --->      北京           20200615          HK4084           P0080             100             100
            香港  --->      上海           20200615          HK0448           P0310             100             100
            香港  --->      成都           20200615          HK3994           P0173             100             100
            香港  --->      广州           20200615          HK8295           P0051             100             100
            香港  --->      西安           20200615          HK1016           P0776             100             100
            香港  --->      深圳           20200615          HK4663           P0598             100             100
            香港  --->      昆明           20200615          HK0391           P0901             100             100
            香港  --->      杭州           20200615          HK3218           P0539             100             100
            香港  --->      厦门           20200615          HK0444           P0287             100             100
            昆明  --->      北京           20200615          KY3376           P0141             100             100
            昆明  --->      上海           20200615          KY8073           P0133             100             100
            昆明  --->      成都           20200615          KY6849           P0112             100             100
            昆明  --->      广州           20200615          KY3735           P0095             100             100
            昆明  --->      西安           20200615          KY4771           P0009             100             100
            昆明  --->      深圳           20200615          KY4722           P0057             100             100
            昆明  --->      香港           20200615          KY9366           P0605             100             100
            昆明  --->      杭州           20200615          KY5077           P0335             100             100
            昆明  --->      厦门           20200615          KY1230           P0599             100             100
            杭州  --->      北京           20200615          GJ8616           P0667             100             100
            杭州  --->      上海           20200615          GJ0665           P0846             100             100
            杭州  --->      成都           20200615          GJ1079           P0938             100             100
            杭州  --->      广州           20200615          GJ0914           P0846             100             100
            杭州  --->      西安           20200615          GJ3157           P0181             100             100
            杭州  --->      深圳           20200615          GJ7717           P0774             100             100
            杭州  --->      香港           20200615          GJ1297           P0623             100             100
            杭州  --->      昆明           20200615          GJ0900           P0466             100             100
            杭州  --->      厦门           20200615          GJ9112           P0395             100             100
            厦门  --->      北京           20200615          MF5177           P0569             100             100
            厦门  --->      上海           20200615          MF6027           P0536             100             100
            厦门  --->      成都           20200615          MF2492           P0130             100             100
            厦门  --->      广州           20200615          MF2866           P0286             100             100
            厦门  --->      西安           20200615          MF8168           P0338             100             100
            厦门  --->      深圳           20200615          MF5649           P0059             100             100
            厦门  --->      香港           20200615          MF2553           P0970             100             100
            厦门  --->      昆明           20200615          MF7929           P0722             100             100
            厦门  --->      杭州           20200615          MF6617           P0439             100             100
            北京  --->      上海           20200616          JD0450           P0252             100             100
            北京  --->      成都           20200616          JD7003           P0105             100             100
            北京  --->      广州           20200616          JD3705           P0329             100             100
            北京  --->      西安           20200616          JD0695           P0744             100             100
            北京  --->      深圳           20200616          JD2629           P0544             100             100
            北京  --->      香港           20200616          JD2040           P0572             100             100
            北京  --->      昆明           20200616          JD9022           P0317             100             100
            北京  --->      杭州           20200616          JD3346           P0772             100             100
            北京  --->      厦门           20200616          JD2607           P0835             100             100
            上海  --->      北京           20200616          FM9672           P0649             100             100
            上海  --->      成都           20200616          FM0171           P0083             100             100
            上海  --->      广州           20200616          FM9453           P0068             100             100
            上海  --->      西安           20200616          FM5390           P0451             100             100
            上海  --->      深圳           20200616          FM0521           P0373             100             100
            上海  --->      香港           20200616          FM0486           P0986             100             100
            上海  --->      昆明           20200616          FM5486           P0990             100             100
            上海  --->      杭州           20200616          FM7842           P0595             100             100
            上海  --->      厦门           20200616          FM7548           P0055             100             100
            成都  --->      北京           20200616          EU4873           P0385             100             100
            成都  --->      上海           20200616          EU9634           P0891             100             100
            成都  --->      广州           20200616          EU1534           P0570             100             100
            成都  --->      西安           20200616          EU6421           P0827             100             100
            成都  --->      深圳           20200616          EU0355           P0294             100             100
            成都  --->      香港           20200616          EU2406           P0793             100             100
            成都  --->      昆明           20200616          EU1612           P0881             100             100
            成都  --->      杭州           20200616          EU0831           P0744             100             100
            成都  --->      厦门           20200616          EU8789           P0615             100             100
            广州  --->      北京           20200616          BY0494           P0922             100             100
            广州  --->      上海           20200616          BY4438           P0352             100             100
            广州  --->      成都           20200616          BY9974           P0058             100             100
            广州  --->      西安           20200616          BY7302           P0597             100             100
            广州  --->      深圳           20200616          BY1730           P0411             100             100
            广州  --->      香港           20200616          BY3582           P0025             100             100
            广州  --->      昆明           20200616          BY1435           P0976             100             100
            广州  --->      杭州           20200616          BY6431           P0643             100             100
            广州  --->      厦门           20200616          BY1596           P0566             100             100
            西安  --->      北京           20200616          PN5655           P0860             100             100
            西安  --->      上海           20200616          PN9636           P0431             100             100
            西安  --->      成都           20200616          PN2591           P0204             100             100
            西安  --->      广州           20200616          PN5755           P0616             100             100
            西安  --->      深圳           20200616          PN7257           P0130             100             100
            西安  --->      香港           20200616          PN3689           P0029             100             100
            西安  --->      昆明           20200616          PN6105           P0075             100             100
            西安  --->      杭州           20200616          PN6451           P0244             100             100
            西安  --->      厦门           20200616          PN3472           P0777             100             100
            深圳  --->      北京           20200616          ZH0024           P0407             100             100
            深圳  --->      上海           20200616          ZH6321           P0712             100             100
            深圳  --->      成都           20200616          ZH7691           P0830             100             100
            深圳  --->      广州           20200616          ZH5774           P0470             100             100
            深圳  --->      西安           20200616          ZH9057           P0980             100             100
            深圳  --->      香港           20200616          ZH7842           P0194             100             100
            深圳  --->      昆明           20200616          ZH4302           P0337             100             100
            深圳  --->      杭州           20200616          ZH1477           P0518             100             100
            深圳  --->      厦门           20200616          ZH3243           P0416             100             100
            香港  --->      北京           20200616          HK2139           P0255             100             100
            香港  --->      上海           20200616          HK9146           P0977             100             100
            香港  --->      成都           20200616          HK4302           P0749             100             100
            香港  --->      广州           20200616          HK5773           P0114             100             100
            香港  --->      西安           20200616          HK3661           P0446             100             100
            香港  --->      深圳           20200616          HK4836           P0362             100             100
            香港  --->      昆明           20200616          HK6485           P0847             100             100
            香港  --->      杭州           20200616          HK2982           P0870             100             100
            香港  --->      厦门           20200616          HK2415           P0518             100             100
            昆明  --->      北京           20200616          KY5298           P0591             100             100
            昆明  --->      上海           20200616          KY8602           P0034             100             100
            昆明  --->      成都           20200616          KY1238           P0476             100             100
            昆明  --->      广州           20200616          KY2731           P0380             100             100
            昆明  --->      西安           20200616          KY7824           P0756             100             100
            昆明  --->      深圳           20200616          KY6034           P0754             100             100
            昆明  --->      香港           20200616          KY5842           P0646             100             100
            昆明  --->      杭州           20200616          KY6798           P0377             100             100
            昆明  --->      厦门           20200616          KY6219           P0061             100             100
            杭州  --->      北京           20200616          GJ3588           P0010             100             100
            杭州  --->      上海           20200616          GJ7812           P0510             100             100
            杭州  --->      成都           20200616          GJ9932           P0433             100             100
            杭州  --->      广州           20200616          GJ5513           P0284             100             100
            杭州  --->      西安           20200616          GJ3548           P0394             100             100
            杭州  --->      深圳           20200616          GJ5433           P0494             100             100
            杭州  --->      香港           20200616          GJ4617           P0221             100             100
            杭州  --->      昆明           20200616          GJ9903           P0950             100             100
            杭州  --->      厦门           20200616          GJ1259           P0692             100             100
            厦门  --->      北京           20200616          MF1378           P0542             100             100
            厦门  --->      上海           20200616          MF4417           P0569             100             100
            厦门  --->      成都           20200616          MF7353           P0055             100             100
            厦门  --->      广州           20200616          MF6901           P0413             100             100
            厦门  --->      西安           20200616          MF2003           P0586             100             100
            厦门  --->      深圳           20200616          MF2369           P0055             100             100
            厦门  --->      香港           20200616          MF2966           P0034             100             100
            厦门  --->      昆明           20200616          MF0961           P0130             100             100
            厦门  --->      杭州           20200616          MF6502           P0025             100             100
            北京  --->      上海           20200617          JD7547           P0067             100             100
            北京  --->      成都           20200617          JD6233           P0234             100             100
            北京  --->      广州           20200617          JD2509           P0585             100             100
            北京  --->      西安           20200617          JD2697           P0159             100             100
            北京  --->      深圳           20200617          JD4422           P0821             100             100
            北京  --->      香港           20200617          JD0906           P0916             100             100
            北京  --->      昆明           20200617          JD9016           P0596             100             100
            北京  --->      杭州           20200617          JD7772           P0251             100             100
            北京  --->      厦门           20200617          JD0380           P0922             100             100
            上海  --->      北京           20200617          FM3202           P0218             100             100
            上海  --->      成都           20200617          FM9430           P0290             100             100
            上海  --->      广州           20200617          FM5028           P0762             100             100
            上海  --->      西安           20200617          FM6042           P0804             100             100
            上海  --->      深圳           20200617          FM0499           P0209             100             100
            上海  --->      香港           20200617          FM8352           P0661             100             100
            上海  --->      昆明           20200617          FM5579           P0066             100             100
            上海  --->      杭州           20200617          FM1604           P0637             100             100
            上海  --->      厦门           20200617          FM9870           P0420             100             100
            成都  --->      北京           20200617          EU1761           P0765             100             100
            成都  --->      上海           20200617          EU8830           P0040             100             100
            成都  --->      广州           20200617          EU0255           P0343             100             100
            成都  --->      西安           20200617          EU1130           P0479             100             100
            成都  --->      深圳           20200617          EU3225           P0539             100             100
            成都  --->      香港           20200617          EU1293           P0580             100             100
            成都  --->      昆明           20200617          EU0564           P0855             100             100
            成都  --->      杭州           20200617          EU5268           P0909             100             100
            成都  --->      厦门           20200617          EU0590           P0047             100             100
            广州  --->      北京           20200617          BY9727           P0071             100             100
            广州  --->      上海           20200617          BY9171           P0853             100             100
            广州  --->      成都           20200617          BY0585           P0954             100             100
            广州  --->      西安           20200617          BY0998           P0867             100             100
            广州  --->      深圳           20200617          BY7515           P0875             100             100
            广州  --->      香港           20200617          BY4126           P0686             100             100
            广州  --->      昆明           20200617          BY4414           P0962             100             100
            广州  --->      杭州           20200617          BY5775           P0453             100             100
            广州  --->      厦门           20200617          BY9392           P0219             100             100
            西安  --->      北京           20200617          PN9162           P0531             100             100
            西安  --->      上海           20200617          PN0216           P0544             100             100
            西安  --->      成都           20200617          PN3015           P0417             100             100
            西安  --->      广州           20200617          PN6013           P0031             100             100
            西安  --->      深圳           20200617          PN6306           P0807             100             100
            西安  --->      香港           20200617          PN6869           P0240             100             100
            西安  --->      昆明           20200617          PN2356           P0756             100             100
            西安  --->      杭州           20200617          PN2410           P0474             100             100
            西安  --->      厦门           20200617          PN5572           P0533             100             100
            深圳  --->      北京           20200617          ZH9041           P0014             100             100
            深圳  --->      上海           20200617          ZH1917           P0346             100             100
            深圳  --->      成都           20200617          ZH0750           P0291             100             100
            深圳  --->      广州           20200617          ZH1298           P0551             100             100
            深圳  --->      西安           20200617          ZH7442           P0500             100             100
            深圳  --->      香港           20200617          ZH9567           P0506             100             100
            深圳  --->      昆明           20200617          ZH5910           P0535             100             100
            深圳  --->      杭州           20200617          ZH6193           P0456             100             100
            深圳  --->      厦门           20200617          ZH1229           P0232             100             100
            香港  --->      北京           20200617          HK0825           P0605             100             100
            香港  --->      上海           20200617          HK4740           P0014             100             100
            香港  --->      成都           20200617          HK8637           P0011             100             100
            香港  --->      广州           20200617          HK0909           P0843             100             100
            香港  --->      西安           20200617          HK2784           P0362             100             100
            香港  --->      深圳           20200617          HK5358           P0993             100             100
            香港  --->      昆明           20200617          HK5988           P0890             100             100
            香港  --->      杭州           20200617          HK2339           P0883             100             100
            香港  --->      厦门           20200617          HK5740           P0181             100             100
            昆明  --->      北京           20200617          KY2459           P0218             100             100
            昆明  --->      上海           20200617          KY6230           P0360             100             100
            昆明  --->      成都           20200617          KY7185           P0354             100             100
            昆明  --->      广州           20200617          KY4233           P0955             100             100
            昆明  --->      西安           20200617          KY4185           P0501             100             100
            昆明  --->      深圳           20200617          KY5020           P0215             100             100
            昆明  --->      香港           20200617          KY6815           P0645             100             100
            昆明  --->      杭州           20200617          KY9639           P0816             100             100
            昆明  --->      厦门           20200617          KY7322           P0463             100             100
            杭州  --->      北京           20200617          GJ5518           P0955             100             100
            杭州  --->      上海           20200617          GJ2646           P0726             100             100
            杭州  --->      成都           20200617          GJ0475           P0753             100             100
            杭州  --->      广州           20200617          GJ2354           P0558             100             100
            杭州  --->      西安           20200617          GJ2554           P0764             100             100
            杭州  --->      深圳           20200617          GJ4839           P0507             100             100
            杭州  --->      香港           20200617          GJ9340           P0250             100             100
            杭州  --->      昆明           20200617          GJ6859           P0393             100             100
            杭州  --->      厦门           20200617          GJ1732           P0960             100             100
            厦门  --->      北京           20200617          MF4229           P0061             100             100
            厦门  --->      上海           20200617          MF5878           P0777             100             100
            厦门  --->      成都           20200617          MF5985           P0155             100             100
            厦门  --->      广州           20200617          MF4545           P0159             100             100
            厦门  --->      西安           20200617          MF1974           P0873             100             100
            厦门  --->      深圳           20200617          MF8522           P0937             100             100
            厦门  --->      香港           20200617          MF4039           P0684             100             100
            厦门  --->      昆明           20200617          MF1835           P0149             100             100
            厦门  --->      杭州           20200617          MF7991           P0186             100             100
            北京  --->      上海           20200618          JD4572           P0152             100             100
            北京  --->      成都           20200618          JD5920           P0088             100             100
            北京  --->      广州           20200618          JD9873           P0556             100             100
            北京  --->      西安           20200618          JD7717           P0813             100             100
            北京  --->      深圳           20200618          JD2899           P0681             100             100
            北京  --->      香港           20200618          JD1366           P0686             100             100
            北京  --->      昆明           20200618          JD7540           P0760             100             100
            北京  --->      杭州           20200618          JD1508           P0603             100             100
            北京  --->      厦门           20200618          JD6685           P0283             100             100
            上海  --->      北京           20200618          FM4582           P0370             100             100
            上海  --->      成都           20200618          FM5066           P0897             100             100
            上海  --->      广州           20200618          FM2364           P0379             100             100
            上海  --->      西安           20200618          FM1545           P0729             100             100
            上海  --->      深圳           20200618          FM2210           P0044             100             100
            上海  --->      香港           20200618          FM2174           P0132             100             100
            上海  --->      昆明           20200618          FM2439           P0197             100             100
            上海  --->      杭州           20200618          FM0299           P0264             100             100
            上海  --->      厦门           20200618          FM7310           P0942             100             100
            成都  --->      北京           20200618          EU2238           P0618             100             100
            成都  --->      上海           20200618          EU2804           P0176             100             100
            成都  --->      广州           20200618          EU5451           P0404             100             100
            成都  --->      西安           20200618          EU4900           P0498             100             100
            成都  --->      深圳           20200618          EU0316           P0959             100             100
            成都  --->      香港           20200618          EU2615           P0949             100             100
            成都  --->      昆明           20200618          EU2150           P0194             100             100
            成都  --->      杭州           20200618          EU1984           P0386             100             100
            成都  --->      厦门           20200618          EU6574           P0828             100             100
            广州  --->      北京           20200618          BY3223           P0682             100             100
            广州  --->      上海           20200618          BY4396           P0127             100             100
            广州  --->      成都           20200618          BY2356           P0510             100             100
            广州  --->      西安           20200618          BY5279           P0230             100             100
            广州  --->      深圳           20200618          BY9375           P0185             100             100
            广州  --->      香港           20200618          BY0657           P0360             100             100
            广州  --->      昆明           20200618          BY2053           P0474             100             100
            广州  --->      杭州           20200618          BY2571           P0861             100             100
            广州  --->      厦门           20200618          BY7054           P0422             100             100
            西安  --->      北京           20200618          PN1036           P0824             100             100
            西安  --->      上海           20200618          PN5116           P0597             100             100
            西安  --->      成都           20200618          PN8118           P0478             100             100
            西安  --->      广州           20200618          PN7958           P0516             100             100
            西安  --->      深圳           20200618          PN8314           P0406             100             100
            西安  --->      香港           20200618          PN1702           P0275             100             100
            西安  --->      昆明           20200618          PN3222           P0145             100             100
            西安  --->      杭州           20200618          PN7680           P0448             100             100
            西安  --->      厦门           20200618          PN7772           P0476             100             100
            深圳  --->      北京           20200618          ZH9269           P0884             100             100
            深圳  --->      上海           20200618          ZH9588           P0260             100             100
            深圳  --->      成都           20200618          ZH7303           P0556             100             100
            深圳  --->      广州           20200618          ZH7492           P0657             100             100
            深圳  --->      西安           20200618          ZH1645           P0939             100             100
            深圳  --->      香港           20200618          ZH6256           P0758             100             100
            深圳  --->      昆明           20200618          ZH4233           P0590             100             100
            深圳  --->      杭州           20200618          ZH2541           P0224             100             100
            深圳  --->      厦门           20200618          ZH1176           P0816             100             100
            香港  --->      北京           20200618          HK7002           P0564             100             100
            香港  --->      上海           20200618          HK1369           P0167             100             100
            香港  --->      成都           20200618          HK4528           P0454             100             100
            香港  --->      广州           20200618          HK8754           P0406             100             100
            香港  --->      西安           20200618          HK1625           P0296             100             100
            香港  --->      深圳           20200618          HK1215           P0092             100             100
            香港  --->      昆明           20200618          HK8448           P0224             100             100
            香港  --->      杭州           20200618          HK6477           P0565             100             100
            香港  --->      厦门           20200618          HK4935           P0829             100             100
            昆明  --->      北京           20200618          KY4310           P0168             100             100
            昆明  --->      上海           20200618          KY4895           P0011             100             100
            昆明  --->      成都           20200618          KY9086           P0121             100             100
            昆明  --->      广州           20200618          KY8371           P0964             100             100
            昆明  --->      西安           20200618          KY1533           P0936             100             100
            昆明  --->      深圳           20200618          KY7862           P0753             100             100
            昆明  --->      香港           20200618          KY3742           P0585             100             100
            昆明  --->      杭州           20200618          KY4414           P0186             100             100
            昆明  --->      厦门           20200618          KY3496           P0517             100             100
            杭州  --->      北京           20200618          GJ0689           P0515             100             100
            杭州  --->      上海           20200618          GJ8586           P0281             100             100
            杭州  --->      成都           20200618          GJ7023           P0984             100             100
            杭州  --->      广州           20200618          GJ7196           P0710             100             100
            杭州  --->      西安           20200618          GJ3744           P0994             100             100
            杭州  --->      深圳           20200618          GJ6243           P0017             100             100
            杭州  --->      香港           20200618          GJ3616           P0338             100             100
            杭州  --->      昆明           20200618          GJ9142           P0323             100             100
            杭州  --->      厦门           20200618          GJ5799           P0685             100             100
            厦门  --->      北京           20200618          MF3343           P0708             100             100
            厦门  --->      上海           20200618          MF5390           P0768             100             100
            厦门  --->      成都           20200618          MF1268           P0932             100             100
            厦门  --->      广州           20200618          MF3743           P0742             100             100
            厦门  --->      西安           20200618          MF6679           P0170             100             100
            厦门  --->      深圳           20200618          MF1964           P0640             100             100
            厦门  --->      香港           20200618          MF2874           P0328             100             100
            厦门  --->      昆明           20200618          MF0003           P0172             100             100
            厦门  --->      杭州           20200618          MF6455           P0702             100             100
            北京  --->      上海           20200619          JD2657           P0706             100             100
            北京  --->      成都           20200619          JD8575           P0382             100             100
            北京  --->      广州           20200619          JD1524           P0818             100             100
            北京  --->      西安           20200619          JD2337           P0536             100             100
            北京  --->      深圳           20200619          JD7621           P0442             100             100
            北京  --->      香港           20200619          JD0125           P0079             100             100
            北京  --->      昆明           20200619          JD9222           P0815             100             100
            北京  --->      杭州           20200619          JD4890           P0916             100             100
            北京  --->      厦门           20200619          JD6248           P0873             100             100
            上海  --->      北京           20200619          FM9797           P0498             100             100
            上海  --->      成都           20200619          FM1937           P0157             100             100
            上海  --->      广州           20200619          FM0891           P0201             100             100
            上海  --->      西安           20200619          FM3723           P0941             100             100
            上海  --->      深圳           20200619          FM5928           P0647             100             100
            上海  --->      香港           20200619          FM6224           P0114             100             100
            上海  --->      昆明           20200619          FM3585           P0603             100             100
            上海  --->      杭州           20200619          FM3157           P0749             100             100
            上海  --->      厦门           20200619          FM1727           P0404             100             100
            成都  --->      北京           20200619          EU8501           P0370             100             100
            成都  --->      上海           20200619          EU7261           P0554             100             100
            成都  --->      广州           20200619          EU0336           P0054             100             100
            成都  --->      西安           20200619          EU6244           P0171             100             100
            成都  --->      深圳           20200619          EU3651           P0946             100             100
            成都  --->      香港           20200619          EU8469           P0561             100             100
            成都  --->      昆明           20200619          EU4042           P0848             100             100
            成都  --->      杭州           20200619          EU9671           P0770             100             100
            成都  --->      厦门           20200619          EU3043           P0374             100             100
            广州  --->      北京           20200619          BY0481           P0072             100             100
            广州  --->      上海           20200619          BY7924           P0434             100             100
            广州  --->      成都           20200619          BY5898           P0433             100             100
            广州  --->      西安           20200619          BY6416           P0508             100             100
            广州  --->      深圳           20200619          BY9935           P0450             100             100
            广州  --->      香港           20200619          BY0086           P0122             100             100
            广州  --->      昆明           20200619          BY4309           P0752             100             100
            广州  --->      杭州           20200619          BY0858           P0959             100             100
            广州  --->      厦门           20200619          BY2256           P0263             100             100
            西安  --->      北京           20200619          PN4840           P0645             100             100
            西安  --->      上海           20200619          PN8835           P0783             100             100
            西安  --->      成都           20200619          PN4727           P0798             100             100
            西安  --->      广州           20200619          PN2025           P0827             100             100
            西安  --->      深圳           20200619          PN8794           P0981             100             100
            西安  --->      香港           20200619          PN3027           P0868             100             100
            西安  --->      昆明           20200619          PN8205           P0642             100             100
            西安  --->      杭州           20200619          PN3827           P0078             100             100
            西安  --->      厦门           20200619          PN2494           P0182             100             100
            深圳  --->      北京           20200619          ZH2216           P0632             100             100
            深圳  --->      上海           20200619          ZH3721           P0859             100             100
            深圳  --->      成都           20200619          ZH4203           P0306             100             100
            深圳  --->      广州           20200619          ZH9161           P0160             100             100
            深圳  --->      西安           20200619          ZH2937           P0618             100             100
            深圳  --->      香港           20200619          ZH1932           P0540             100             100
            深圳  --->      昆明           20200619          ZH7298           P0992             100             100
            深圳  --->      杭州           20200619          ZH1142           P0176             100             100
